CodPer,CodPro,Costo,Precio,Cantidad,CodTra,NoTra,SubTotal,Descuento,IVA,Total,fkCodPerRec,fkCodPerEnt,CodDet,Cantidad,Precio,SubtotalPro,fkCodTra,fkCodPro
34,7,9.00,13.00,1,105,105,48,0,0,48,34,35,558,2,9.00,9,105,7
34,15,15.00,22.00,4,105,105,48,0,0,48,34,35,732,5,15.00,15,105,15
34,22,6.00,9.00,3,105,105,48,0,0,48,34,35,1135,1,18.00,18,105,22
34,23,5.00,7.00,3,105,105,48,0,0,48,34,35,173,2,13.00,13,105,23
34,30,13.00,19.00,5,105,105,48,0,0,48,34,35,136,1,15.00,15,105,30
34,1,1.00,1.20,1,106,106,19,0,0,19,34,33,1082,5,1.20,1,106,1
34,5,10.00,15.00,2,106,106,19,0,0,19,34,33,763,2,16.00,16,106,5
34,19,14.00,21.00,3,106,106,19,0,0,19,34,33,207,3,7.00,7,106,19
34,23,5.00,7.00,3,106,106,19,0,0,19,34,33,842,1,13.00,13,106,23
34,24,13.00,19.00,5,106,106,19,0,0,19,34,33,683,5,12.00,12,106,24
34,29,12.00,18.00,2,106,106,19,0,0,19,34,33,257,3,16.00,16,106,29
33,1,1.00,1.20,1,107,107,32,0,0,32,33,32,828,1,1.20,1,107,1
33,2,5.00,7.00,3,107,107,32,0,0,32,33,32,119,2,15.00,15,107,2
33,2,5.00,7.00,3,107,107,32,0,0,32,33,32,326,2,15.00,15,107,2
33,8,12.00,18.00,2,107,107,32,0,0,32,33,32,1001,4,19.00,19,107,8
33,13,14.00,21.00,2,107,107,32,0,0,32,33,32,4,3,12.00,12,107,13
33,18,14.00,21.00,1,107,107,32,0,0,32,33,32,370,3,10.00,10,107,18
33,21,11.00,16.00,3,107,107,32,0,0,32,33,32,506,5,9.00,9,107,21
33,23,5.00,7.00,3,107,107,32,0,0,32,33,32,538,5,13.00,13,107,23
34,26,15.00,22.00,5,108,108,50,0,0,50,34,36,1068,5,7.00,7,108,26
33,2,5.00,7.00,3,109,109,38,0,0,38,33,31,324,5,15.00,15,109,2
33,3,5.00,7.00,2,109,109,38,0,0,38,33,31,359,1,15.00,15,109,3
33,7,9.00,13.00,1,109,109,38,0,0,38,33,31,351,2,9.00,9,109,7
33,8,12.00,18.00,2,109,109,38,0,0,38,33,31,461,2,19.00,19,109,8
33,9,12.00,18.00,1,109,109,38,0,0,38,33,31,279,1,13.00,13,109,9
33,9,12.00,18.00,1,109,109,38,0,0,38,33,31,1093,4,13.00,13,109,9
33,11,5.00,7.00,3,109,109,38,0,0,38,33,31,365,3,22.00,22,109,11
33,15,15.00,22.00,4,109,109,38,0,0,38,33,31,174,4,15.00,15,109,15
33,15,15.00,22.00,4,109,109,38,0,0,38,33,31,1061,4,15.00,15,109,15
33,16,13.00,19.00,3,109,109,38,0,0,38,33,31,654,2,9.00,9,109,16
33,18,14.00,21.00,1,109,109,38,0,0,38,33,31,907,2,10.00,10,109,18
33,20,6.00,9.00,2,109,109,38,0,0,38,33,31,777,4,10.00,10,109,20
31,2,5.00,7.00,3,110,110,20,0,0,20,31,33,261,4,15.00,15,110,2
31,17,14.00,21.00,3,110,110,20,0,0,20,31,33,574,5,21.00,21,110,17
31,17,14.00,21.00,3,110,110,20,0,0,20,31,33,706,3,21.00,21,110,17
31,23,5.00,7.00,3,110,110,20,0,0,20,31,33,859,3,13.00,13,110,23
35,23,5.00,7.00,3,111,111,9,0,0,9,35,34,208,1,13.00,13,111,23
35,29,12.00,18.00,2,111,111,9,0,0,9,35,34,331,3,16.00,16,111,29
35,5,10.00,15.00,2,112,112,28,0,0,28,35,35,657,5,16.00,16,112,5
35,8,12.00,18.00,2,112,112,28,0,0,28,35,35,835,2,19.00,19,112,8
35,20,6.00,9.00,2,112,112,28,0,0,28,35,35,550,5,10.00,10,112,20
35,29,12.00,18.00,2,112,112,28,0,0,28,35,35,671,1,16.00,16,112,29
35,29,12.00,18.00,2,112,112,28,0,0,28,35,35,789,4,16.00,16,112,29
35,30,13.00,19.00,5,112,112,28,0,0,28,35,35,1005,1,15.00,15,112,30
31,1,1.00,1.20,1,113,113,30,0,0,30,31,34,751,3,1.20,1,113,1
31,7,9.00,13.00,1,113,113,30,0,0,30,31,34,568,4,9.00,9,113,7
31,11,5.00,7.00,3,113,113,30,0,0,30,31,34,146,5,22.00,22,113,11
31,19,14.00,21.00,3,113,113,30,0,0,30,31,34,1095,4,7.00,7,113,19
31,21,11.00,16.00,3,113,113,30,0,0,30,31,34,474,2,9.00,9,113,21
31,22,6.00,9.00,3,113,113,30,0,0,30,31,34,122,5,18.00,18,113,22
31,28,10.00,15.00,5,113,113,30,0,0,30,31,34,402,4,21.00,21,113,28
32,6,11.00,16.00,4,114,114,27,0,0,27,32,35,988,2,10.00,10,114,6
32,7,9.00,13.00,1,114,114,27,0,0,27,32,35,368,2,9.00,9,114,7
32,12,6.00,9.00,1,114,114,27,0,0,27,32,35,1040,3,15.00,15,114,12
32,13,14.00,21.00,2,114,114,27,0,0,27,32,35,104,4,12.00,12,114,13
32,17,14.00,21.00,3,114,114,27,0,0,27,32,35,772,2,21.00,21,114,17
32,29,12.00,18.00,2,114,114,27,0,0,27,32,35,95,5,16.00,16,114,29
32,30,13.00,19.00,5,114,114,27,0,0,27,32,35,564,3,15.00,15,114,30
35,9,12.00,18.00,1,115,115,46,0,0,46,35,34,881,1,13.00,13,115,9
35,13,14.00,21.00,2,115,115,46,0,0,46,35,34,809,3,12.00,12,115,13
35,17,14.00,21.00,3,115,115,46,0,0,46,35,34,68,2,21.00,21,115,17
35,17,14.00,21.00,3,115,115,46,0,0,46,35,34,1092,2,21.00,21,115,17
35,19,14.00,21.00,3,115,115,46,0,0,46,35,34,1189,4,7.00,7,115,19
35,28,10.00,15.00,5,115,115,46,0,0,46,35,34,383,5,21.00,21,115,28
35,29,12.00,18.00,2,115,115,46,0,0,46,35,34,194,1,16.00,16,115,29
31,3,5.00,7.00,2,116,116,20,0,0,20,31,31,151,3,15.00,15,116,3
31,5,10.00,15.00,2,116,116,20,0,0,20,31,31,524,3,16.00,16,116,5
31,9,12.00,18.00,1,116,116,20,0,0,20,31,31,1167,1,13.00,13,116,9
31,12,6.00,9.00,1,116,116,20,0,0,20,31,31,630,5,15.00,15,116,12
31,14,15.00,22.00,1,116,116,20,0,0,20,31,31,606,3,13.00,13,116,14
31,15,15.00,22.00,4,116,116,20,0,0,20,31,31,1179,4,15.00,15,116,15
31,16,13.00,19.00,3,116,116,20,0,0,20,31,31,107,3,9.00,9,116,16
31,16,13.00,19.00,3,116,116,20,0,0,20,31,31,592,3,9.00,9,116,16
31,24,13.00,19.00,5,116,116,20,0,0,20,31,31,334,2,12.00,12,116,24
33,2,5.00,7.00,3,117,117,43,0,0,43,33,33,1006,5,15.00,15,117,2
33,19,14.00,21.00,3,117,117,43,0,0,43,33,33,497,2,7.00,7,117,19
33,21,11.00,16.00,3,117,117,43,0,0,43,33,33,1102,5,9.00,9,117,21
33,23,5.00,7.00,3,117,117,43,0,0,43,33,33,231,1,13.00,13,117,23
33,24,13.00,19.00,5,117,117,43,0,0,43,33,33,230,3,12.00,12,117,24
34,4,7.00,10.00,2,118,118,7,0,0,7,34,33,579,4,9.00,9,118,4
34,11,5.00,7.00,3,118,118,7,0,0,7,34,33,989,5,22.00,22,118,11
34,20,6.00,9.00,2,118,118,7,0,0,7,34,33,327,4,10.00,10,118,20
34,20,6.00,9.00,2,118,118,7,0,0,7,34,33,1086,4,10.00,10,118,20
34,21,11.00,16.00,3,118,118,7,0,0,7,34,33,496,1,9.00,9,118,21
34,27,7.00,10.00,5,118,118,7,0,0,7,34,33,953,4,22.00,22,118,27
34,29,12.00,18.00,2,118,118,7,0,0,7,34,33,642,1,16.00,16,118,29
34,8,12.00,18.00,2,119,119,27,0,0,27,34,36,486,2,19.00,19,119,8
34,22,6.00,9.00,3,119,119,27,0,0,27,34,36,254,2,18.00,18,119,22
34,23,5.00,7.00,3,119,119,27,0,0,27,34,36,629,5,13.00,13,119,23
34,25,11.00,16.00,5,119,119,27,0,0,27,34,36,1107,1,22.00,22,119,25
34,27,7.00,10.00,5,119,119,27,0,0,27,34,36,1151,2,22.00,22,119,27
33,10,11.00,16.00,5,120,120,19,0,0,19,33,31,601,4,18.00,18,120,10
33,12,6.00,9.00,1,120,120,19,0,0,19,33,31,287,4,15.00,15,120,12
33,12,6.00,9.00,1,120,120,19,0,0,19,33,31,914,1,15.00,15,120,12
33,19,14.00,21.00,3,120,120,19,0,0,19,33,31,135,2,7.00,7,120,19
33,24,13.00,19.00,5,120,120,19,0,0,19,33,31,764,5,12.00,12,120,24
33,27,7.00,10.00,5,120,120,19,0,0,19,33,31,857,2,22.00,22,120,27
33,27,7.00,10.00,5,120,120,19,0,0,19,33,31,913,3,22.00,22,120,27
31,1,1.00,1.20,1,121,121,11,0,0,11,31,33,962,5,1.20,1,121,1
31,2,5.00,7.00,3,121,121,11,0,0,11,31,33,225,2,15.00,15,121,2
31,8,12.00,18.00,2,121,121,11,0,0,11,31,33,217,3,19.00,19,121,8
31,14,15.00,22.00,1,121,121,11,0,0,11,31,33,291,2,13.00,13,121,14
31,14,15.00,22.00,1,121,121,11,0,0,11,31,33,998,4,13.00,13,121,14
31,24,13.00,19.00,5,121,121,11,0,0,11,31,33,623,4,12.00,12,121,24
31,28,10.00,15.00,5,121,121,11,0,0,11,31,33,943,3,21.00,21,121,28
35,3,5.00,7.00,2,122,122,30,0,0,30,35,36,397,5,15.00,15,122,3
35,6,11.00,16.00,4,122,122,30,0,0,30,35,36,393,5,10.00,10,122,6
35,12,6.00,9.00,1,122,122,30,0,0,30,35,36,622,5,15.00,15,122,12
35,18,14.00,21.00,1,122,122,30,0,0,30,35,36,127,3,10.00,10,122,18
35,18,14.00,21.00,1,122,122,30,0,0,30,35,36,274,1,10.00,10,122,18
35,20,6.00,9.00,2,122,122,30,0,0,30,35,36,980,2,10.00,10,122,20
35,26,15.00,22.00,5,122,122,30,0,0,30,35,36,154,5,7.00,7,122,26
35,29,12.00,18.00,2,122,122,30,0,0,30,35,36,295,2,16.00,16,122,29
34,4,7.00,10.00,2,123,123,13,0,0,13,34,36,454,5,9.00,9,123,4
34,4,7.00,10.00,2,123,123,13,0,0,13,34,36,1190,2,9.00,9,123,4
34,5,10.00,15.00,2,123,123,13,0,0,13,34,36,352,4,16.00,16,123,5
34,12,6.00,9.00,1,123,123,13,0,0,13,34,36,179,1,15.00,15,123,12
34,20,6.00,9.00,2,123,123,13,0,0,13,34,36,997,1,10.00,10,123,20
34,26,15.00,22.00,5,123,123,13,0,0,13,34,36,112,4,7.00,7,123,26
33,6,11.00,16.00,4,124,124,42,0,0,42,33,35,153,4,10.00,10,124,6
33,6,11.00,16.00,4,124,124,42,0,0,42,33,35,395,4,10.00,10,124,6
33,12,6.00,9.00,1,124,124,42,0,0,42,33,35,288,5,15.00,15,124,12
33,18,14.00,21.00,1,124,124,42,0,0,42,33,35,353,5,10.00,10,124,18
33,19,14.00,21.00,3,124,124,42,0,0,42,33,35,562,4,7.00,7,124,19
33,29,12.00,18.00,2,124,124,42,0,0,42,33,35,171,4,16.00,16,124,29
33,4,7.00,10.00,2,125,125,20,0,0,20,33,36,816,1,9.00,9,125,4
33,8,12.00,18.00,2,125,125,20,0,0,20,33,36,960,1,19.00,19,125,8
33,13,14.00,21.00,2,125,125,20,0,0,20,33,36,720,3,12.00,12,125,13
33,30,13.00,19.00,5,125,125,20,0,0,20,33,36,373,3,15.00,15,125,30
33,19,14.00,21.00,3,126,126,20,0,0,20,33,36,82,1,7.00,7,126,19
32,1,1.00,1.20,1,127,127,37,0,0,37,32,34,749,3,1.20,1,127,1
32,7,9.00,13.00,1,127,127,37,0,0,37,32,34,1099,1,9.00,9,127,7
32,13,14.00,21.00,2,127,127,37,0,0,37,32,34,831,3,12.00,12,127,13
32,16,13.00,19.00,3,127,127,37,0,0,37,32,34,889,5,9.00,9,127,16
32,20,6.00,9.00,2,127,127,37,0,0,37,32,34,1106,5,10.00,10,127,20
32,21,11.00,16.00,3,127,127,37,0,0,37,32,34,115,2,9.00,9,127,21
32,6,11.00,16.00,4,128,128,49,0,0,49,32,35,942,4,10.00,10,128,6
32,8,12.00,18.00,2,128,128,49,0,0,49,32,35,715,3,19.00,19,128,8
32,8,12.00,18.00,2,128,128,49,0,0,49,32,35,951,4,19.00,19,128,8
32,14,15.00,22.00,1,128,128,49,0,0,49,32,35,1121,2,13.00,13,128,14
32,15,15.00,22.00,4,128,128,49,0,0,49,32,35,137,3,15.00,15,128,15
32,16,13.00,19.00,3,128,128,49,0,0,49,32,35,17,2,9.00,9,128,16
32,18,14.00,21.00,1,128,128,49,0,0,49,32,35,375,4,10.00,10,128,18
32,25,11.00,16.00,5,128,128,49,0,0,49,32,35,87,2,22.00,22,128,25
32,30,13.00,19.00,5,128,128,49,0,0,49,32,35,448,2,15.00,15,128,30
34,1,1.00,1.20,1,129,129,28,0,0,28,34,32,963,2,1.20,1,129,1
34,4,7.00,10.00,2,129,129,28,0,0,28,34,32,577,2,9.00,9,129,4
34,11,5.00,7.00,3,129,129,28,0,0,28,34,32,713,4,22.00,22,129,11
34,17,14.00,21.00,3,129,129,28,0,0,28,34,32,588,1,21.00,21,129,17
34,20,6.00,9.00,2,129,129,28,0,0,28,34,32,1178,4,10.00,10,129,20
34,22,6.00,9.00,3,129,129,28,0,0,28,34,32,1042,3,18.00,18,129,22
34,27,7.00,10.00,5,129,129,28,0,0,28,34,32,996,5,22.00,22,129,27
32,7,9.00,13.00,1,130,130,36,0,0,36,32,34,333,2,9.00,9,130,7
32,12,6.00,9.00,1,130,130,36,0,0,36,32,34,479,1,15.00,15,130,12
32,20,6.00,9.00,2,130,130,36,0,0,36,32,34,416,4,10.00,10,130,20
32,21,11.00,16.00,3,130,130,36,0,0,36,32,34,487,4,9.00,9,130,21
32,21,11.00,16.00,3,130,130,36,0,0,36,32,34,1010,4,9.00,9,130,21
32,23,5.00,7.00,3,130,130,36,0,0,36,32,34,845,5,13.00,13,130,23
32,28,10.00,15.00,5,130,130,36,0,0,36,32,34,347,3,21.00,21,130,28
33,10,11.00,16.00,5,131,131,19,0,0,19,33,34,659,4,18.00,18,131,10
33,15,15.00,22.00,4,131,131,19,0,0,19,33,34,802,1,15.00,15,131,15
33,17,14.00,21.00,3,131,131,19,0,0,19,33,34,495,2,21.00,21,131,17
33,17,14.00,21.00,3,131,131,19,0,0,19,33,34,1191,5,21.00,21,131,17
33,21,11.00,16.00,3,131,131,19,0,0,19,33,34,779,5,9.00,9,131,21
33,21,11.00,16.00,3,131,131,19,0,0,19,33,34,823,2,9.00,9,131,21
33,29,12.00,18.00,2,131,131,19,0,0,19,33,34,638,4,16.00,16,131,29
35,20,6.00,9.00,2,132,132,12,0,0,12,35,34,80,2,10.00,10,132,20
35,23,5.00,7.00,3,132,132,12,0,0,12,35,34,32,3,13.00,13,132,23
35,25,11.00,16.00,5,132,132,12,0,0,12,35,34,797,1,22.00,22,132,25
35,28,10.00,15.00,5,132,132,12,0,0,12,35,34,590,5,21.00,21,132,28
35,7,9.00,13.00,1,133,133,33,0,0,33,35,31,499,1,9.00,9,133,7
35,15,15.00,22.00,4,133,133,33,0,0,33,35,31,344,1,15.00,15,133,15
35,26,15.00,22.00,5,133,133,33,0,0,33,35,31,210,3,7.00,7,133,26
31,18,14.00,21.00,1,134,134,5,0,0,5,31,34,213,4,10.00,10,134,18
31,22,6.00,9.00,3,134,134,5,0,0,5,31,34,876,5,18.00,18,134,22
31,27,7.00,10.00,5,134,134,5,0,0,5,31,34,1052,3,22.00,22,134,27
31,27,7.00,10.00,5,134,134,5,0,0,5,31,34,1120,4,22.00,22,134,27
32,1,1.00,1.20,1,135,135,47,0,0,47,32,36,282,1,1.20,1,135,1
32,4,7.00,10.00,2,135,135,47,0,0,47,32,36,403,3,9.00,9,135,4
32,4,7.00,10.00,2,135,135,47,0,0,47,32,36,594,2,9.00,9,135,4
32,10,11.00,16.00,5,135,135,47,0,0,47,32,36,501,4,18.00,18,135,10
32,10,11.00,16.00,5,135,135,47,0,0,47,32,36,1108,5,18.00,18,135,10
32,13,14.00,21.00,2,135,135,47,0,0,47,32,36,515,2,12.00,12,135,13
32,24,13.00,19.00,5,135,135,47,0,0,47,32,36,775,2,12.00,12,135,24
32,26,15.00,22.00,5,135,135,47,0,0,47,32,36,75,2,7.00,7,135,26
32,27,7.00,10.00,5,135,135,47,0,0,47,32,36,484,5,22.00,22,135,27
32,28,10.00,15.00,5,135,135,47,0,0,47,32,36,1175,5,21.00,21,135,28
32,1,1.00,1.20,1,136,136,8,0,0,8,32,34,1018,2,1.20,1,136,1
32,2,5.00,7.00,3,136,136,8,0,0,8,32,34,972,4,15.00,15,136,2
32,3,5.00,7.00,2,136,136,8,0,0,8,32,34,546,4,15.00,15,136,3
32,9,12.00,18.00,1,136,136,8,0,0,8,32,34,864,1,13.00,13,136,9
32,12,6.00,9.00,1,136,136,8,0,0,8,32,34,323,4,15.00,15,136,12
32,17,14.00,21.00,3,136,136,8,0,0,8,32,34,471,3,21.00,21,136,17
32,23,5.00,7.00,3,136,136,8,0,0,8,32,34,90,2,13.00,13,136,23
32,25,11.00,16.00,5,136,136,8,0,0,8,32,34,607,1,22.00,22,136,25
32,30,13.00,19.00,5,136,136,8,0,0,8,32,34,844,2,15.00,15,136,30
35,6,11.00,16.00,4,137,137,19,0,0,19,35,36,272,2,10.00,10,137,6
35,11,5.00,7.00,3,137,137,19,0,0,19,35,36,1038,1,22.00,22,137,11
35,14,15.00,22.00,1,137,137,19,0,0,19,35,36,131,3,13.00,13,137,14
35,18,14.00,21.00,1,137,137,19,0,0,19,35,36,371,1,10.00,10,137,18
35,27,7.00,10.00,5,137,137,19,0,0,19,35,36,583,2,22.00,22,137,27
35,28,10.00,15.00,5,137,137,19,0,0,19,35,36,904,3,21.00,21,137,28
35,29,12.00,18.00,2,137,137,19,0,0,19,35,36,686,5,16.00,16,137,29
32,3,5.00,7.00,2,138,138,42,0,0,42,32,31,469,3,15.00,15,138,3
32,14,15.00,22.00,1,138,138,42,0,0,42,32,31,822,4,13.00,13,138,14
32,15,15.00,22.00,4,138,138,42,0,0,42,32,31,669,4,15.00,15,138,15
32,23,5.00,7.00,3,138,138,42,0,0,42,32,31,545,3,13.00,13,138,23
31,13,14.00,21.00,2,139,139,13,0,0,13,31,35,465,5,12.00,12,139,13
31,17,14.00,21.00,3,139,139,13,0,0,13,31,35,434,4,21.00,21,139,17
34,5,10.00,15.00,2,140,140,35,0,0,35,34,35,782,3,16.00,16,140,5
34,6,11.00,16.00,4,140,140,35,0,0,35,34,35,271,5,10.00,10,140,6
34,6,11.00,16.00,4,140,140,35,0,0,35,34,35,1029,3,10.00,10,140,6
34,17,14.00,21.00,3,140,140,35,0,0,35,34,35,814,1,21.00,21,140,17
34,22,6.00,9.00,3,140,140,35,0,0,35,34,35,887,5,18.00,18,140,22
34,24,13.00,19.00,5,140,140,35,0,0,35,34,35,758,5,12.00,12,140,24
34,25,11.00,16.00,5,140,140,35,0,0,35,34,35,1009,3,22.00,22,140,25
34,30,13.00,19.00,5,140,140,35,0,0,35,34,35,419,3,15.00,15,140,30
33,6,11.00,16.00,4,141,141,33,0,0,33,33,34,1198,5,10.00,10,141,6
33,11,5.00,7.00,3,141,141,33,0,0,33,33,34,339,2,22.00,22,141,11
33,13,14.00,21.00,2,141,141,33,0,0,33,33,34,693,3,12.00,12,141,13
33,25,11.00,16.00,5,141,141,33,0,0,33,33,34,71,5,22.00,22,141,25
33,30,13.00,19.00,5,141,141,33,0,0,33,33,34,1002,1,15.00,15,141,30
34,3,5.00,7.00,2,142,142,38,0,0,38,34,36,186,1,15.00,15,142,3
34,9,12.00,18.00,1,142,142,38,0,0,38,34,36,423,5,13.00,13,142,9
34,11,5.00,7.00,3,142,142,38,0,0,38,34,36,148,4,22.00,22,142,11
34,16,13.00,19.00,3,142,142,38,0,0,38,34,36,633,5,9.00,9,142,16
34,17,14.00,21.00,3,142,142,38,0,0,38,34,36,91,5,21.00,21,142,17
34,17,14.00,21.00,3,142,142,38,0,0,38,34,36,105,3,21.00,21,142,17
34,18,14.00,21.00,1,142,142,38,0,0,38,34,36,1188,1,10.00,10,142,18
34,21,11.00,16.00,3,142,142,38,0,0,38,34,36,165,4,9.00,9,142,21
34,23,5.00,7.00,3,142,142,38,0,0,38,34,36,585,3,13.00,13,142,23
34,26,15.00,22.00,5,142,142,38,0,0,38,34,36,1085,1,7.00,7,142,26
34,27,7.00,10.00,5,142,142,38,0,0,38,34,36,507,5,22.00,22,142,27
31,9,12.00,18.00,1,143,143,46,0,0,46,31,34,910,1,13.00,13,143,9
31,11,5.00,7.00,3,143,143,46,0,0,46,31,34,769,2,22.00,22,143,11
31,16,13.00,19.00,3,143,143,46,0,0,46,31,34,799,1,9.00,9,143,16
31,23,5.00,7.00,3,143,143,46,0,0,46,31,34,742,2,13.00,13,143,23
31,25,11.00,16.00,5,143,143,46,0,0,46,31,34,134,1,22.00,22,143,25
33,6,11.00,16.00,4,144,144,38,0,0,38,33,34,733,2,10.00,10,144,6
33,12,6.00,9.00,1,144,144,38,0,0,38,33,34,431,5,15.00,15,144,12
33,14,15.00,22.00,1,144,144,38,0,0,38,33,34,661,5,13.00,13,144,14
33,14,15.00,22.00,1,144,144,38,0,0,38,33,34,1027,3,13.00,13,144,14
33,15,15.00,22.00,4,144,144,38,0,0,38,33,34,170,5,15.00,15,144,15
33,15,15.00,22.00,4,144,144,38,0,0,38,33,34,908,1,15.00,15,144,15
33,18,14.00,21.00,1,144,144,38,0,0,38,33,34,244,4,10.00,10,144,18
33,23,5.00,7.00,3,144,144,38,0,0,38,33,34,1156,3,13.00,13,144,23
33,24,13.00,19.00,5,144,144,38,0,0,38,33,34,1080,5,12.00,12,144,24
33,28,10.00,15.00,5,144,144,38,0,0,38,33,34,161,3,21.00,21,144,28
32,1,1.00,1.20,1,145,145,20,0,0,20,32,36,886,3,1.20,1,145,1
32,6,11.00,16.00,4,145,145,20,0,0,20,32,36,890,3,10.00,10,145,6
32,12,6.00,9.00,1,145,145,20,0,0,20,32,36,1159,3,15.00,15,145,12
32,15,15.00,22.00,4,145,145,20,0,0,20,32,36,200,5,15.00,15,145,15
32,19,14.00,21.00,3,145,145,20,0,0,20,32,36,961,1,7.00,7,145,19
32,25,11.00,16.00,5,145,145,20,0,0,20,32,36,703,5,22.00,22,145,25
32,30,13.00,19.00,5,145,145,20,0,0,20,32,36,517,4,15.00,15,145,30
32,30,13.00,19.00,5,145,145,20,0,0,20,32,36,1125,3,15.00,15,145,30
35,1,1.00,1.20,1,146,146,10,0,0,10,35,34,22,1,1.20,1,146,1
35,12,6.00,9.00,1,146,146,10,0,0,10,35,34,28,4,15.00,15,146,12
35,14,15.00,22.00,1,146,146,10,0,0,10,35,34,533,1,13.00,13,146,14
35,15,15.00,22.00,4,146,146,10,0,0,10,35,34,433,4,15.00,15,146,15
35,21,11.00,16.00,3,146,146,10,0,0,10,35,34,955,1,9.00,9,146,21
35,24,13.00,19.00,5,146,146,10,0,0,10,35,34,238,3,12.00,12,146,24
35,25,11.00,16.00,5,146,146,10,0,0,10,35,34,646,2,22.00,22,146,25
31,7,9.00,13.00,1,147,147,38,0,0,38,31,31,667,3,9.00,9,147,7
31,8,12.00,18.00,2,147,147,38,0,0,38,31,31,40,5,19.00,19,147,8
31,13,14.00,21.00,2,147,147,38,0,0,38,31,31,1166,4,12.00,12,147,13
31,16,13.00,19.00,3,147,147,38,0,0,38,31,31,191,2,9.00,9,147,16
32,6,11.00,16.00,4,148,148,32,0,0,32,32,32,899,3,10.00,10,148,6
32,11,5.00,7.00,3,148,148,32,0,0,32,32,32,328,4,22.00,22,148,11
32,22,6.00,9.00,3,148,148,32,0,0,32,32,32,234,2,18.00,18,148,22
32,30,13.00,19.00,5,148,148,32,0,0,32,32,32,444,3,15.00,15,148,30
32,30,13.00,19.00,5,148,148,32,0,0,32,32,32,922,4,15.00,15,148,30
33,3,5.00,7.00,2,149,149,40,0,0,40,33,36,1192,3,15.00,15,149,3
33,11,5.00,7.00,3,149,149,40,0,0,40,33,36,108,1,22.00,22,149,11
33,12,6.00,9.00,1,149,149,40,0,0,40,33,36,355,1,15.00,15,149,12
33,20,6.00,9.00,2,149,149,40,0,0,40,33,36,405,2,10.00,10,149,20
33,21,11.00,16.00,3,149,149,40,0,0,40,33,36,1187,5,9.00,9,149,21
32,10,11.00,16.00,5,150,150,6,0,0,6,32,36,289,4,18.00,18,150,10
32,16,13.00,19.00,3,150,150,6,0,0,6,32,36,975,2,9.00,9,150,16
32,18,14.00,21.00,1,150,150,6,0,0,6,32,36,959,5,10.00,10,150,18
32,3,5.00,7.00,2,151,151,43,0,0,43,32,34,566,1,15.00,15,151,3
32,17,14.00,21.00,3,151,151,43,0,0,43,32,34,455,1,21.00,21,151,17
32,17,14.00,21.00,3,151,151,43,0,0,43,32,34,645,2,21.00,21,151,17
32,18,14.00,21.00,1,151,151,43,0,0,43,32,34,89,3,10.00,10,151,18
35,14,15.00,22.00,1,152,152,24,0,0,24,35,31,804,5,13.00,13,152,14
35,15,15.00,22.00,4,152,152,24,0,0,24,35,31,1145,2,15.00,15,152,15
35,16,13.00,19.00,3,152,152,24,0,0,24,35,31,35,1,9.00,9,152,16
35,19,14.00,21.00,3,152,152,24,0,0,24,35,31,379,2,7.00,7,152,19
35,22,6.00,9.00,3,152,152,24,0,0,24,35,31,77,4,18.00,18,152,22
35,23,5.00,7.00,3,152,152,24,0,0,24,35,31,950,4,13.00,13,152,23
35,26,15.00,22.00,5,152,152,24,0,0,24,35,31,432,1,7.00,7,152,26
35,28,10.00,15.00,5,152,152,24,0,0,24,35,31,1055,5,21.00,21,152,28
35,30,13.00,19.00,5,152,152,24,0,0,24,35,31,1007,3,15.00,15,152,30
33,1,1.00,1.20,1,153,153,12,0,0,12,33,34,696,5,1.20,1,153,1
33,4,7.00,10.00,2,153,153,12,0,0,12,33,34,856,2,9.00,9,153,4
33,11,5.00,7.00,3,153,153,12,0,0,12,33,34,603,2,22.00,22,153,11
33,11,5.00,7.00,3,153,153,12,0,0,12,33,34,761,4,22.00,22,153,11
33,15,15.00,22.00,4,153,153,12,0,0,12,33,34,296,2,15.00,15,153,15
33,18,14.00,21.00,1,153,153,12,0,0,12,33,34,1063,5,10.00,10,153,18
33,20,6.00,9.00,2,153,153,12,0,0,12,33,34,258,3,10.00,10,153,20
33,20,6.00,9.00,2,153,153,12,0,0,12,33,34,746,1,10.00,10,153,20
33,23,5.00,7.00,3,153,153,12,0,0,12,33,34,15,1,13.00,13,153,23
33,25,11.00,16.00,5,153,153,12,0,0,12,33,34,3,5,22.00,22,153,25
33,27,7.00,10.00,5,153,153,12,0,0,12,33,34,931,1,22.00,22,153,27
33,29,12.00,18.00,2,153,153,12,0,0,12,33,34,722,2,16.00,16,153,29
33,30,13.00,19.00,5,153,153,12,0,0,12,33,34,1197,3,15.00,15,153,30
32,2,5.00,7.00,3,154,154,28,0,0,28,32,33,891,5,15.00,15,154,2
32,5,10.00,15.00,2,154,154,28,0,0,28,32,33,513,3,16.00,16,154,5
32,6,11.00,16.00,4,154,154,28,0,0,28,32,33,827,4,10.00,10,154,6
32,8,12.00,18.00,2,154,154,28,0,0,28,32,33,420,3,19.00,19,154,8
32,29,12.00,18.00,2,154,154,28,0,0,28,32,33,1021,4,16.00,16,154,29
32,30,13.00,19.00,5,154,154,28,0,0,28,32,33,142,5,15.00,15,154,30
32,2,5.00,7.00,3,155,155,24,0,0,24,32,33,801,3,15.00,15,155,2
32,4,7.00,10.00,2,155,155,24,0,0,24,32,33,539,2,9.00,9,155,4
